HEXCODE,PARAMETER_ID,PARAMETER_ID,MIN_VALUE_NU,MAX_VALUE_NU,RGB_R_NU,RGB_G_NU,RGB_B_NU,SHORT_NAME_TX,DWH1_T_UNIT_REF.NAME_E_TX,SHORT_SIGN_TX,NAME_G_TX,NAME_F_TX,NAME_I_TX,DWH1_T_PARAM_GROUP_REF.NAME_E_TX,DESC_G_TX,DESC_F_TX,DESC_E_TX,DESC_I_TX,UUID_TX,TECHNICAL_NAME_TX,MHS_PRODUCT_NAME_TX,LABEL_G,LABEL_F,LABEL_I,LABEL_E,LABEL_DEF_G,LABEL_DEF_F,LABEL_DEF_I,LABEL_DEF_E
#6A2C5A,267,267,30,80,106,44,90,rre150h0,millimeter,mm,Niederschlag,précipitations,precipitazioni,precipitation,Niederschlag; Stundensumme,"précipitations, somme horaire",Precipitation; hourly total,Precipitazioni; somma oraria,8f3eb01b-9368-4400-8c39-68ec0221f029,messwerte-niederschlag-1h,i2032t,> 30 mm,> 30 mm,> 30 mm,> 30 mm,30 bis 80 mm,de 30 à 80 mm,da 30 a 80 mm,30 to 80 mm
#FFFFFF,741,741,0,1,255,255,255,wcc006s0,code,Code,Wind,vent,vento,wind,Föhnindex,foehn index,foehn index,indice di favonio,8d15939e-b489-467f-8a76-cbf7abb0ada9,messwerte-foehn-10min,i2008t,Kein Föhn (0),Pas de foehn (0),Favonio non presente (0),No foehn (0),0 bis 1 Code,de 0 à 1 Code,da 0 a 1 Code,0 to 1 Code
#FFAF33,741,741,1,2,255,175,51,wcc006s0,code,Code,Wind,vent,vento,wind,Föhnindex,foehn index,foehn index,indice di favonio,8d15939e-b489-467f-8a76-cbf7abb0ada9,messwerte-foehn-10min,i2008t,Föhnmischluft (1),Tendance au foehn (1),Tendenza al favonio (1),Foehn mixed air (1),1 bis 2 Code,de 1 à 2 Code,da 1 a 2 Code,1 to 2 Code
#C81E14,741,741,2,3,200,30,20,wcc006s0,code,Code,Wind,vent,vento,wind,Föhnindex,foehn index,foehn index,indice di favonio,8d15939e-b489-467f-8a76-cbf7abb0ada9,messwerte-foehn-10min,i2008t,Föhn (2),Foehn (2),Favonio (2),Foehn (2),2 bis 3 Code,de 2 à 3 Code,da 2 a 3 Code,2 to 3 Code
#3B645E,967,967,850,998,59,100,94,pp0qnhs0,hectopascal,hPa,Druck,pression,pressione,pressure,Luftdruck reduziert auf Meeresniveau mit Standardatmosphäre (QNH); Momentanwert,pression atmosphérique réduite avec l'atmosphère standard (QNH); valeur instantanée,Pressure reduced to sea level according to standard atmosphere (QNH); current value,Pressione ridotta secondo l'atmosfero standard (QNH); valore momentano,8af9396d-a199-416d-883f-9763f3fdf16a,messwerte-luftdruck-qnh-10min,i2013t,< 998 hPa,< 998 hPa,< 998 hPa,< 998 hPa,850 bis 998 hPa,de 850 à 998 hPa,da 850 a 998 hPa,850 to 998 hPa
#61938E,967,967,998,1003,97,147,142,pp0qnhs0,hectopascal,hPa,Druck,pression,pressione,pressure,Luftdruck reduziert auf Meeresniveau mit Standardatmosphäre (QNH); Momentanwert,pression atmosphérique réduite avec l'atmosphère standard (QNH); valeur instantanée,Pressure reduced to sea level according to standard atmosphere (QNH); current value,Pressione ridotta secondo l'atmosfero standard (QNH); valore momentano,8af9396d-a199-416d-883f-9763f3fdf16a,messwerte-luftdruck-qnh-10min,i2013t,998 bis 1003 hPa,de 998 à 1003 hPa,da 998 a 1003 hPa,998 to 1003 hPa,998 bis 1003 hPa,de 998 à 1003 hPa,da 998 a 1003 hPa,998 to 1003 hPa
#9BC9C0,967,967,1003,1008,155,201,192,pp0qnhs0,hectopascal,hPa,Druck,pression,pressione,pressure,Luftdruck reduziert auf Meeresniveau mit Standardatmosphäre (QNH); Momentanwert,pression atmosphérique réduite avec l'atmosphère standard (QNH); valeur instantanée,Pressure reduced to sea level according to standard atmosphere (QNH); current value,Pressione ridotta secondo l'atmosfero standard (QNH); valore momentano,8af9396d-a199-416d-883f-9763f3fdf16a,messwerte-luftdruck-qnh-10min,i2013t,1003 bis 1008 hPa,de 1003 à 1008 hPa,da 1003 a 1008 hPa,1003 to 1008 hPa,1003 bis 1008 hPa,de 1003 à 1008 hPa,da 1003 a 1008 hPa,1003 to 1008 hPa
#D2E8E4,967,967,1008,1013,210,232,228,pp0qnhs0,hectopascal,hPa,Druck,pression,pressione,pressure,Luftdruck reduziert auf Meeresniveau mit Standardatmosphäre (QNH); Momentanwert,pression atmosphérique réduite avec l'atmosphère standard (QNH); valeur instantanée,Pressure reduced to sea level according to standard atmosphere (QNH); current value,Pressione ridotta secondo l'atmosfero standard (QNH); valore momentano,8af9396d-a199-416d-883f-9763f3fdf16a,messwerte-luftdruck-qnh-10min,i2013t,1008 bis 1013 hPa,de 1008 à 1013 hPa,da 1008 a 1013 hPa,1008 to 1013 hPa,1008 bis 1013 hPa,de 1008 à 1013 hPa,da 1008 a 1013 hPa,1008 to 1013 hPa
#F1E5C7,967,967,1013,1018,241,229,199,pp0qnhs0,hectopascal,hPa,Druck,pression,pressione,pressure,Luftdruck reduziert auf Meeresniveau mit Standardatmosphäre (QNH); Momentanwert,pression atmosphérique réduite avec l'atmosphère standard (QNH); valeur instantanée,Pressure reduced to sea level according to standard atmosphere (QNH); current value,Pressione ridotta secondo l'atmosfero standard (QNH); valore momentano,8af9396d-a199-416d-883f-9763f3fdf16a,messwerte-luftdruck-qnh-10min,i2013t,1013 bis 1018 hPa,de 1013 à 1018 hPa,da 1013 a 1018 hPa,1013 to 1018 hPa,1013 bis 1018 hPa,de 1013 à 1018 hPa,da 1013 a 1018 hPa,1013 to 1018 hPa
#D5BE86,967,967,1018,1023,213,190,134,pp0qnhs0,hectopascal,hPa,Druck,pression,pressione,pressure,Luftdruck reduziert auf Meeresniveau mit Standardatmosphäre (QNH); Momentanwert,pression atmosphérique réduite avec l'atmosphère standard (QNH); valeur instantanée,Pressure reduced to sea level according to standard atmosphere (QNH); current value,Pressione ridotta secondo l'atmosfero standard (QNH); valore momentano,8af9396d-a199-416d-883f-9763f3fdf16a,messwerte-luftdruck-qnh-10min,i2013t,1018 bis 1023 hPa,de 1018 à 1023 hPa,da 1018 a 1023 hPa,1018 to 1023 hPa,1018 bis 1023 hPa,de 1018 à 1023 hPa,da 1018 a 1023 hPa,1018 to 1023 hPa
#AD7F43,967,967,1023,1028,173,127,67,pp0qnhs0,hectopascal,hPa,Druck,pression,pressione,pressure,Luftdruck reduziert auf Meeresniveau mit Standardatmosphäre (QNH); Momentanwert,pression atmosphérique réduite avec l'atmosphère standard (QNH); valeur instantanée,Pressure reduced to sea level according to standard atmosphere (QNH); current value,Pressione ridotta secondo l'atmosfero standard (QNH); valore momentano,8af9396d-a199-416d-883f-9763f3fdf16a,messwerte-luftdruck-qnh-10min,i2013t,1023 bis 1028 hPa,de 1023 à 1028 hPa,da 1023 a 1028 hPa,1023 to 1028 hPa,1023 bis 1028 hPa,de 1023 à 1028 hPa,da 1023 a 1028 hPa,1023 to 1028 hPa
#7C5326,967,967,1028,1090,124,83,38,pp0qnhs0,hectopascal,hPa,Druck,pression,pressione,pressure,Luftdruck reduziert auf Meeresniveau mit Standardatmosphäre (QNH); Momentanwert,pression atmosphérique réduite avec l'atmosphère standard (QNH); valeur instantanée,Pressure reduced to sea level according to standard atmosphere (QNH); current value,Pressione ridotta secondo l'atmosfero standard (QNH); valore momentano,8af9396d-a199-416d-883f-9763f3fdf16a,messwerte-luftdruck-qnh-10min,i2013t,> 1028 hPa,> 1028 hPa,> 1028 hPa,> 1028 hPa,1028 bis 1090 hPa,de 1028 à 1090 hPa,da 1028 a 1090 hPa,1028 to 1090 hPa
#3B645E,968,968,850,998,59,100,94,pp0qffs0,hectopascal,hPa,Druck,pression,pressione,pressure,Luftdruck reduziert auf Meeresniveau (QFF); Momentanwert,pression atmosphérique réduite au niveau de la mer (QFF); valeur instantanée,Pressure reduced to sea level (QFF); current value,Pressione ridotta al livello del mare (QFF); valore momentaneo,4d0b133f-8225-4ff9-914d-961f8f6e91a6,messwerte-luftdruck-qff-10min,i2012t,< 998 hPa,< 998 hPa,< 998 hPa,< 998 hPa,850 bis 998 hPa,de 850 à 998 hPa,da 850 a 998 hPa,850 to 998 hPa
#61938E,968,968,998,1003,97,147,142,pp0qffs0,hectopascal,hPa,Druck,pression,pressione,pressure,Luftdruck reduziert auf Meeresniveau (QFF); Momentanwert,pression atmosphérique réduite au niveau de la mer (QFF); valeur instantanée,Pressure reduced to sea level (QFF); current value,Pressione ridotta al livello del mare (QFF); valore momentaneo,4d0b133f-8225-4ff9-914d-961f8f6e91a6,messwerte-luftdruck-qff-10min,i2012t,998 bis 1003 hPa,de 998 à 1003 hPa,da 998 a 1003 hPa,998 to 1003 hPa,998 bis 1003 hPa,de 998 à 1003 hPa,da 998 a 1003 hPa,998 to 1003 hPa
#9BC9C0,968,968,1003,1008,155,201,192,pp0qffs0,hectopascal,hPa,Druck,pression,pressione,pressure,Luftdruck reduziert auf Meeresniveau (QFF); Momentanwert,pression atmosphérique réduite au niveau de la mer (QFF); valeur instantanée,Pressure reduced to sea level (QFF); current value,Pressione ridotta al livello del mare (QFF); valore momentaneo,4d0b133f-8225-4ff9-914d-961f8f6e91a6,messwerte-luftdruck-qff-10min,i2012t,1003 bis 1008 hPa,de 1003 à 1008 hPa,da 1003 a 1008 hPa,1003 to 1008 hPa,1003 bis 1008 hPa,de 1003 à 1008 hPa,da 1003 a 1008 hPa,1003 to 1008 hPa
#D2E8E4,968,968,1008,1013,210,232,228,pp0qffs0,hectopascal,hPa,Druck,pression,pressione,pressure,Luftdruck reduziert auf Meeresniveau (QFF); Momentanwert,pression atmosphérique réduite au niveau de la mer (QFF); valeur instantanée,Pressure reduced to sea level (QFF); current value,Pressione ridotta al livello del mare (QFF); valore momentaneo,4d0b133f-8225-4ff9-914d-961f8f6e91a6,messwerte-luftdruck-qff-10min,i2012t,1008 bis 1013 hPa,de 1008 à 1013 hPa,da 1008 a 1013 hPa,1008 to 1013 hPa,1008 bis 1013 hPa,de 1008 à 1013 hPa,da 1008 a 1013 hPa,1008 to 1013 hPa
#F1E5C7,968,968,1013,1018,241,229,199,pp0qffs0,hectopascal,hPa,Druck,pression,pressione,pressure,Luftdruck reduziert auf Meeresniveau (QFF); Momentanwert,pression atmosphérique réduite au niveau de la mer (QFF); valeur instantanée,Pressure reduced to sea level (QFF); current value,Pressione ridotta al livello del mare (QFF); valore momentaneo,4d0b133f-8225-4ff9-914d-961f8f6e91a6,messwerte-luftdruck-qff-10min,i2012t,1013 bis 1018 hPa,de 1013 à 1018 hPa,da 1013 a 1018 hPa,1013 to 1018 hPa,1013 bis 1018 hPa,de 1013 à 1018 hPa,da 1013 a 1018 hPa,1013 to 1018 hPa
#D5BE86,968,968,1018,1023,213,190,134,pp0qffs0,hectopascal,hPa,Druck,pression,pressione,pressure,Luftdruck reduziert auf Meeresniveau (QFF); Momentanwert,pression atmosphérique réduite au niveau de la mer (QFF); valeur instantanée,Pressure reduced to sea level (QFF); current value,Pressione ridotta al livello del mare (QFF); valore momentaneo,4d0b133f-8225-4ff9-914d-961f8f6e91a6,messwerte-luftdruck-qff-10min,i2012t,1018 bis 1023 hPa,de 1018 à 1023 hPa,da 1018 a 1023 hPa,1018 to 1023 hPa,1018 bis 1023 hPa,de 1018 à 1023 hPa,da 1018 a 1023 hPa,1018 to 1023 hPa
#AD7F43,968,968,1023,1028,173,127,67,pp0qffs0,hectopascal,hPa,Druck,pression,pressione,pressure,Luftdruck reduziert auf Meeresniveau (QFF); Momentanwert,pression atmosphérique réduite au niveau de la mer (QFF); valeur instantanée,Pressure reduced to sea level (QFF); current value,Pressione ridotta al livello del mare (QFF); valore momentaneo,4d0b133f-8225-4ff9-914d-961f8f6e91a6,messwerte-luftdruck-qff-10min,i2012t,1023 bis 1028 hPa,de 1023 à 1028 hPa,da 1023 a 1028 hPa,1023 to 1028 hPa,1023 bis 1028 hPa,de 1023 à 1028 hPa,da 1023 a 1028 hPa,1023 to 1028 hPa
#7C5326,968,968,1028,1090,124,83,38,pp0qffs0,hectopascal,hPa,Druck,pression,pressione,pressure,Luftdruck reduziert auf Meeresniveau (QFF); Momentanwert,pression atmosphérique réduite au niveau de la mer (QFF); valeur instantanée,Pressure reduced to sea level (QFF); current value,Pressione ridotta al livello del mare (QFF); valore momentaneo,4d0b133f-8225-4ff9-914d-961f8f6e91a6,messwerte-luftdruck-qff-10min,i2012t,> 1028 hPa,> 1028 hPa,> 1028 hPa,> 1028 hPa,1028 bis 1090 hPa,de 1028 à 1090 hPa,da 1028 a 1090 hPa,1028 to 1090 hPa
#3B645E,969,969,1000,1300,59,100,94,ppz850s0,geopotential meter,gpm,Druck,pression,pressione,pressure,Geopotentielle Höhe der 850 hPa-Fläche; Momentanwert,altitude géopotentielle de la surface de 850 hPa; valeur instantanée,geopotential height of the 850 hPa-surface; current value,Altitudine geopotenziale del livello di 850 hPa; valore momentaneo,479d53c8-bc50-42d0-a50a-1e6b466f0e08,messwerte-luftdruck-850hpa-flaeche-10min,i2039t,1000 bis 1300 gpm,de 1000 à 1300 gpm,da 1000 a 1300 gpm,1000 to 1300 gpm,1000 bis 1300 gpm,de 1000 à 1300 gpm,da 1000 a 1300 gpm,1000 to 1300 gpm
#61938E,969,969,1300,1350,97,147,142,ppz850s0,geopotential meter,gpm,Druck,pression,pressione,pressure,Geopotentielle Höhe der 850 hPa-Fläche; Momentanwert,altitude géopotentielle de la surface de 850 hPa; valeur instantanée,geopotential height of the 850 hPa-surface; current value,Altitudine geopotenziale del livello di 850 hPa; valore momentaneo,479d53c8-bc50-42d0-a50a-1e6b466f0e08,messwerte-luftdruck-850hpa-flaeche-10min,i2039t,1300 bis 1350 gpm,de 1300 à 1350 gpm,da 1300 a 1350 gpm,1300 to 1350 gpm,1300 bis 1350 gpm,de 1300 à 1350 gpm,da 1300 a 1350 gpm,1300 to 1350 gpm
#9BC9C0,969,969,1350,1400,155,201,192,ppz850s0,geopotential meter,gpm,Druck,pression,pressione,pressure,Geopotentielle Höhe der 850 hPa-Fläche; Momentanwert,altitude géopotentielle de la surface de 850 hPa; valeur instantanée,geopotential height of the 850 hPa-surface; current value,Altitudine geopotenziale del livello di 850 hPa; valore momentaneo,479d53c8-bc50-42d0-a50a-1e6b466f0e08,messwerte-luftdruck-850hpa-flaeche-10min,i2039t,1350 bis 1400 gpm,de 1350 à 1400 gpm,da 1350 a 1400 gpm,1350 to 1400 gpm,1350 bis 1400 gpm,de 1350 à 1400 gpm,da 1350 a 1400 gpm,1350 to 1400 gpm
#D2E8E4,969,969,1400,1450,210,232,228,ppz850s0,geopotential meter,gpm,Druck,pression,pressione,pressure,Geopotentielle Höhe der 850 hPa-Fläche; Momentanwert,altitude géopotentielle de la surface de 850 hPa; valeur instantanée,geopotential height of the 850 hPa-surface; current value,Altitudine geopotenziale del livello di 850 hPa; valore momentaneo,479d53c8-bc50-42d0-a50a-1e6b466f0e08,messwerte-luftdruck-850hpa-flaeche-10min,i2039t,1400 bis 1450 gpm,de 1400 à 1450 gpm,da 1400 a 1450 gpm,1400 to 1450 gpm,1400 bis 1450 gpm,de 1400 à 1450 gpm,da 1400 a 1450 gpm,1400 to 1450 gpm
#F1E5C7,969,969,1450,1500,241,229,199,ppz850s0,geopotential meter,gpm,Druck,pression,pressione,pressure,Geopotentielle Höhe der 850 hPa-Fläche; Momentanwert,altitude géopotentielle de la surface de 850 hPa; valeur instantanée,geopotential height of the 850 hPa-surface; current value,Altitudine geopotenziale del livello di 850 hPa; valore momentaneo,479d53c8-bc50-42d0-a50a-1e6b466f0e08,messwerte-luftdruck-850hpa-flaeche-10min,i2039t,1450 bis 1500 gpm,de 1450 à 1500 gpm,da 1450 a 1500 gpm,1450 to 1500 gpm,1450 bis 1500 gpm,de 1450 à 1500 gpm,da 1450 a 1500 gpm,1450 to 1500 gpm
#D5BE86,969,969,1500,1550,213,190,134,ppz850s0,geopotential meter,gpm,Druck,pression,pressione,pressure,Geopotentielle Höhe der 850 hPa-Fläche; Momentanwert,altitude géopotentielle de la surface de 850 hPa; valeur instantanée,geopotential height of the 850 hPa-surface; current value,Altitudine geopotenziale del livello di 850 hPa; valore momentaneo,479d53c8-bc50-42d0-a50a-1e6b466f0e08,messwerte-luftdruck-850hpa-flaeche-10min,i2039t,1500 bis 1550 gpm,de 1500 à 1550 gpm,da 1500 a 1550 gpm,1500 to 1550 gpm,1500 bis 1550 gpm,de 1500 à 1550 gpm,da 1500 a 1550 gpm,1500 to 1550 gpm
#AD7F43,969,969,1550,1600,173,127,67,ppz850s0,geopotential meter,gpm,Druck,pression,pressione,pressure,Geopotentielle Höhe der 850 hPa-Fläche; Momentanwert,altitude géopotentielle de la surface de 850 hPa; valeur instantanée,geopotential height of the 850 hPa-surface; current value,Altitudine geopotenziale del livello di 850 hPa; valore momentaneo,479d53c8-bc50-42d0-a50a-1e6b466f0e08,messwerte-luftdruck-850hpa-flaeche-10min,i2039t,1550 bis 1600 gpm,de 1550 à 1600 gpm,da 1550 a 1600 gpm,1550 to 1600 gpm,1550 bis 1600 gpm,de 1550 à 1600 gpm,da 1550 a 1600 gpm,1550 to 1600 gpm
#7C5326,969,969,1600,2000,124,83,38,ppz850s0,geopotential meter,gpm,Druck,pression,pressione,pressure,Geopotentielle Höhe der 850 hPa-Fläche; Momentanwert,altitude géopotentielle de la surface de 850 hPa; valeur instantanée,geopotential height of the 850 hPa-surface; current value,Altitudine geopotenziale del livello di 850 hPa; valore momentaneo,479d53c8-bc50-42d0-a50a-1e6b466f0e08,messwerte-luftdruck-850hpa-flaeche-10min,i2039t,1600 bis 2000 gpm,de 1600 à 2000 gpm,da 1600 a 2000 gpm,1600 to 2000 gpm,1600 bis 2000 gpm,de 1600 à 2000 gpm,da 1600 a 2000 gpm,1600 to 2000 gpm
#3B645E,970,970,2000,2800,59,100,94,ppz700s0,geopotential meter,gpm,Druck,pression,pressione,pressure,Geopotentielle Höhe der 700 hPa-Fläche; Momentanwert,altitude géopotentielle de la surface de 700 hPa; valeur instantanée,geopotential height of the 700 hPa-surface; current value,Altitudine geopotenziale del livello di 700 hPa; valore momentaneo,800943fd-596a-458c-a570-1c1137451d5f,messwerte-luftdruck-700hpa-flaeche-10min,i2038t,2000 bis 2800 gpm,de 2000 à 2800 gpm,da 2000 a 2800 gpm,2000 to 2800 gpm,2000 bis 2800 gpm,de 2000 à 2800 gpm,da 2000 a 2800 gpm,2000 to 2800 gpm
#61938E,970,970,2800,2850,97,147,142,ppz700s0,geopotential meter,gpm,Druck,pression,pressione,pressure,Geopotentielle Höhe der 700 hPa-Fläche; Momentanwert,altitude géopotentielle de la surface de 700 hPa; valeur instantanée,geopotential height of the 700 hPa-surface; current value,Altitudine geopotenziale del livello di 700 hPa; valore momentaneo,800943fd-596a-458c-a570-1c1137451d5f,messwerte-luftdruck-700hpa-flaeche-10min,i2038t,2800 bis 2850 gpm,de 2800 à 2850 gpm,da 2800 a 2850 gpm,2800 to 2850 gpm,2800 bis 2850 gpm,de 2800 à 2850 gpm,da 2800 a 2850 gpm,2800 to 2850 gpm
#9BC9C0,970,970,2850,2900,155,201,192,ppz700s0,geopotential meter,gpm,Druck,pression,pressione,pressure,Geopotentielle Höhe der 700 hPa-Fläche; Momentanwert,altitude géopotentielle de la surface de 700 hPa; valeur instantanée,geopotential height of the 700 hPa-surface; current value,Altitudine geopotenziale del livello di 700 hPa; valore momentaneo,800943fd-596a-458c-a570-1c1137451d5f,messwerte-luftdruck-700hpa-flaeche-10min,i2038t,2850 bis 2900 gpm,de 2850 à 2900 gpm,da 2850 a 2900 gpm,2850 to 2900 gpm,2850 bis 2900 gpm,de 2850 à 2900 gpm,da 2850 a 2900 gpm,2850 to 2900 gpm
#D2E8E4,970,970,2900,2950,210,232,228,ppz700s0,geopotential meter,gpm,Druck,pression,pressione,pressure,Geopotentielle Höhe der 700 hPa-Fläche; Momentanwert,altitude géopotentielle de la surface de 700 hPa; valeur instantanée,geopotential height of the 700 hPa-surface; current value,Altitudine geopotenziale del livello di 700 hPa; valore momentaneo,800943fd-596a-458c-a570-1c1137451d5f,messwerte-luftdruck-700hpa-flaeche-10min,i2038t,2900 bis 2950 gpm,de 2900 à 2950 gpm,da 2900 a 2950 gpm,2900 to 2950 gpm,2900 bis 2950 gpm,de 2900 à 2950 gpm,da 2900 a 2950 gpm,2900 to 2950 gpm
#F1E5C7,970,970,2950,3000,241,229,199,ppz700s0,geopotential meter,gpm,Druck,pression,pressione,pressure,Geopotentielle Höhe der 700 hPa-Fläche; Momentanwert,altitude géopotentielle de la surface de 700 hPa; valeur instantanée,geopotential height of the 700 hPa-surface; current value,Altitudine geopotenziale del livello di 700 hPa; valore momentaneo,800943fd-596a-458c-a570-1c1137451d5f,messwerte-luftdruck-700hpa-flaeche-10min,i2038t,2950 bis 3000 gpm,de 2950 à 3000 gpm,da 2950 a 3000 gpm,2950 to 3000 gpm,2950 bis 3000 gpm,de 2950 à 3000 gpm,da 2950 a 3000 gpm,2950 to 3000 gpm
#D5BE86,970,970,3000,3050,213,190,134,ppz700s0,geopotential meter,gpm,Druck,pression,pressione,pressure,Geopotentielle Höhe der 700 hPa-Fläche; Momentanwert,altitude géopotentielle de la surface de 700 hPa; valeur instantanée,geopotential height of the 700 hPa-surface; current value,Altitudine geopotenziale del livello di 700 hPa; valore momentaneo,800943fd-596a-458c-a570-1c1137451d5f,messwerte-luftdruck-700hpa-flaeche-10min,i2038t,3000 bis 3050 gpm,de 3000 à 3050 gpm,da 3000 a 3050 gpm,3000 to 3050 gpm,3000 bis 3050 gpm,de 3000 à 3050 gpm,da 3000 a 3050 gpm,3000 to 3050 gpm
#AD7F43,970,970,3050,3100,173,127,67,ppz700s0,geopotential meter,gpm,Druck,pression,pressione,pressure,Geopotentielle Höhe der 700 hPa-Fläche; Momentanwert,altitude géopotentielle de la surface de 700 hPa; valeur instantanée,geopotential height of the 700 hPa-surface; current value,Altitudine geopotenziale del livello di 700 hPa; valore momentaneo,800943fd-596a-458c-a570-1c1137451d5f,messwerte-luftdruck-700hpa-flaeche-10min,i2038t,3050 bis 3100 gpm,de 3050 à 3100 gpm,da 3050 a 3100 gpm,3050 to 3100 gpm,3050 bis 3100 gpm,de 3050 à 3100 gpm,da 3050 a 3100 gpm,3050 to 3100 gpm
#7C5326,970,970,3100,4000,124,83,38,ppz700s0,geopotential meter,gpm,Druck,pression,pressione,pressure,Geopotentielle Höhe der 700 hPa-Fläche; Momentanwert,altitude géopotentielle de la surface de 700 hPa; valeur instantanée,geopotential height of the 700 hPa-surface; current value,Altitudine geopotenziale del livello di 700 hPa; valore momentaneo,800943fd-596a-458c-a570-1c1137451d5f,messwerte-luftdruck-700hpa-flaeche-10min,i2038t,3100 bis 4000 gpm,de 3100 à 4000 gpm,da 3100 a 4000 gpm,3100 to 4000 gpm,3100 bis 4000 gpm,de 3100 à 4000 gpm,da 3100 a 4000 gpm,3100 to 4000 gpm
#FFFFFF,1083,1083,0,5,255,255,255,fu3010z0,kilometer per hour,km/h,Wind,vent,vento,wind,Windgeschwindigkeit; Zehnminutenmittel,vitesse du vent; moyenne sur 10 minutes,Wind speed; ten minutes mean,Velocità del vento; media su 10',ec9e5d28-f102-418a-a8b9-1e6db53a4826,messwerte-windgeschwindigkeit-kmh-10min,i2021t,windstill,calme,calma,calm,0 bis 5 km/h,de 0 à 5 km/h,da 0 a 5 km/h,0 to 5 km/h
#FFF7F3,1083,1083,5,11,255,247,243,fu3010z0,kilometer per hour,km/h,Wind,vent,vento,wind,Windgeschwindigkeit; Zehnminutenmittel,vitesse du vent; moyenne sur 10 minutes,Wind speed; ten minutes mean,Velocità del vento; media su 10',ec9e5d28-f102-418a-a8b9-1e6db53a4826,messwerte-windgeschwindigkeit-kmh-10min,i2021t,5 bis 11 km/h,de 5 à 11 km/h,da 5 a 11 km/h,5 to 11 km/h,5 bis 11 km/h,de 5 à 11 km/h,da 5 a 11 km/h,5 to 11 km/h
#FDE0DD,1083,1083,11,19,253,224,221,fu3010z0,kilometer per hour,km/h,Wind,vent,vento,wind,Windgeschwindigkeit; Zehnminutenmittel,vitesse du vent; moyenne sur 10 minutes,Wind speed; ten minutes mean,Velocità del vento; media su 10',ec9e5d28-f102-418a-a8b9-1e6db53a4826,messwerte-windgeschwindigkeit-kmh-10min,i2021t,11 bis 19 km/h,de 11 à 19 km/h,da 11 a 19 km/h,11 to 19 km/h,11 bis 19 km/h,de 11 à 19 km/h,da 11 a 19 km/h,11 to 19 km/h
#FCC5C0,1083,1083,19,28,252,197,192,fu3010z0,kilometer per hour,km/h,Wind,vent,vento,wind,Windgeschwindigkeit; Zehnminutenmittel,vitesse du vent; moyenne sur 10 minutes,Wind speed; ten minutes mean,Velocità del vento; media su 10',ec9e5d28-f102-418a-a8b9-1e6db53a4826,messwerte-windgeschwindigkeit-kmh-10min,i2021t,19 bis 28 km/h,de 19 à 28 km/h,da 19 a 28 km/h,19 to 28 km/h,19 bis 28 km/h,de 19 à 28 km/h,da 19 a 28 km/h,19 to 28 km/h
#FA9FB5,1083,1083,28,38,250,159,181,fu3010z0,kilometer per hour,km/h,Wind,vent,vento,wind,Windgeschwindigkeit; Zehnminutenmittel,vitesse du vent; moyenne sur 10 minutes,Wind speed; ten minutes mean,Velocità del vento; media su 10',ec9e5d28-f102-418a-a8b9-1e6db53a4826,messwerte-windgeschwindigkeit-kmh-10min,i2021t,28 bis 38 km/h,de 28 à 38 km/h,da 28 a 38 km/h,28 to 38 km/h,28 bis 38 km/h,de 28 à 38 km/h,da 28 a 38 km/h,28 to 38 km/h
#F768A1,1083,1083,38,49,247,104,161,fu3010z0,kilometer per hour,km/h,Wind,vent,vento,wind,Windgeschwindigkeit; Zehnminutenmittel,vitesse du vent; moyenne sur 10 minutes,Wind speed; ten minutes mean,Velocità del vento; media su 10',ec9e5d28-f102-418a-a8b9-1e6db53a4826,messwerte-windgeschwindigkeit-kmh-10min,i2021t,38 bis 49 km/h,de 38 à 49 km/h,da 38 a 49 km/h,38 to 49 km/h,38 bis 49 km/h,de 38 à 49 km/h,da 38 a 49 km/h,38 to 49 km/h
#DD3497,1083,1083,49,61,221,52,151,fu3010z0,kilometer per hour,km/h,Wind,vent,vento,wind,Windgeschwindigkeit; Zehnminutenmittel,vitesse du vent; moyenne sur 10 minutes,Wind speed; ten minutes mean,Velocità del vento; media su 10',ec9e5d28-f102-418a-a8b9-1e6db53a4826,messwerte-windgeschwindigkeit-kmh-10min,i2021t,49 bis 61 km/h,de 49 à 61 km/h,da 49 a 61 km/h,49 to 61 km/h,49 bis 61 km/h,de 49 à 61 km/h,da 49 a 61 km/h,49 to 61 km/h
#AE017E,1083,1083,61,74,174,1,126,fu3010z0,kilometer per hour,km/h,Wind,vent,vento,wind,Windgeschwindigkeit; Zehnminutenmittel,vitesse du vent; moyenne sur 10 minutes,Wind speed; ten minutes mean,Velocità del vento; media su 10',ec9e5d28-f102-418a-a8b9-1e6db53a4826,messwerte-windgeschwindigkeit-kmh-10min,i2021t,61 bis 74 km/h,de 61 à 74 km/h,da 61 a 74 km/h,61 to 74 km/h,61 bis 74 km/h,de 61 à 74 km/h,da 61 a 74 km/h,61 to 74 km/h
#7A0177,1083,1083,74,88,122,1,119,fu3010z0,kilometer per hour,km/h,Wind,vent,vento,wind,Windgeschwindigkeit; Zehnminutenmittel,vitesse du vent; moyenne sur 10 minutes,Wind speed; ten minutes mean,Velocità del vento; media su 10',ec9e5d28-f102-418a-a8b9-1e6db53a4826,messwerte-windgeschwindigkeit-kmh-10min,i2021t,74 bis 88 km/h,de 74 à 88 km/h,da 74 a 88 km/h,74 to 88 km/h,74 bis 88 km/h,de 74 à 88 km/h,da 74 a 88 km/h,74 to 88 km/h
